repository,commit id,dismiss,requirement,Manual steps,Start Time,End Time,import Time,Project Type,Project import result,Project Status,Language Server Status,IntelliJ result,Tester sign-off,Tags,nonSource,Project error,polyglot: Java & Kotlin,polyglot: Scala & Java,polyglot: Groovy & Java,unsupported build tool: Bazel,unsupported build tool: Ant,unsupported build tool: Make,IntelliJ configuration,non-standard project structure,unsupported project: unsupported android,timeout,Error disappear after opening file,type mismatch,cannot infer type arguments,type is not accessible,Code Generation,Annotation processing,Protobuf,indirectly referenced from .class files,The method is not applicable for the arguments,custom Gradle configuration,Access restriction,Project can not be built due to prerequisite,exception type must be a subclass of Throwable,The type must implement the inherit method,package cannot be resolved to a module,Gradle 7,cannot cast from template type,decalred package mismatch,local variables analyze,nest folder,the type is incompatible with return type,original dismiss,github current repository,github archived,github pushed at,github default branch commit at,github status,github invalid reason,selected valid 100,selection exclusion reason,github freshness cutoff,t1 selection policy
https://github.com/iluwatar/java-design-patterns.git,,,,,10:02:21,10:12:47,0:10:26,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/iluwatar/java-design-patterns.git,False,2026-08-17,2026-08-16,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/spring-projects/spring-boot.git,,,,,10:43:44,10:47:30,0:03:46,Gradle,finished,error,success,error,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/spring-projects/spring-boot.git,False,2026-08-17,2026-08-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/elastic/elasticsearch.git,cd820b6,,java17,,13:57:25,14:01:16,0:03:51,Gradle,finished,error,success,success,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/elastic/elasticsearch.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/macrozheng/mall.git,,,,,,,0:00:00,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/macrozheng/mall.git,False,2026-05-14,2026-05-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/TheAlgorithms/Java.git,,,,,,,0:00:00,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/TheAlgorithms/Java.git,False,2026-08-17,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/ReactiveX/RxJava.git,,,,,14:55:53,15:04:12,0:08:19,Gradle,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/ReactiveX/RxJava.git,False,2026-08-17,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/google/guava.git,,,,,15:08:37,15:13:48,0:05:11,Maven,finished,error,success,error,leizheng,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,https://github.com/google/guava.git,False,2026-08-18,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/lysine-dev/okhttp.git,,yes,,,,,,Gradle,,,,,leizheng,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/lysine-dev/okhttp.git,False,2026-08-17,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/lysine-dev/retrofit.git,,yes,,,,,,Gradle,,,,,leizheng,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,yes,https://github.com/lysine-dev/retrofit.git,False,2026-08-16,2026-08-16,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/apache/spark.git,,,,,16:43:44,16:56:45,0:13:01,Maven,finished,error,success,success,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/apache/spark.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/skylot/jadx.git,,,,,13:53:28,13:56:34,0:03:06,Gradle,finished,error,success,success,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/skylot/jadx.git,False,2026-08-05,2026-08-05,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/zxing/zxing.git,,yes,,,,,,Maven,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/zxing/zxing.git,False,2026-08-17,2026-07-28,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/jeecgboot/JeecgBoot.git,,,,,17:40:19,18:06:11,0:25:52,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/jeecgboot/JeecgBoot.git,False,2026-08-14,2026-08-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/alibaba/arthas.git,,,,,,,0:00:00,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/alibaba/arthas.git,False,2026-08-14,2026-08-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/square/leakcanary.git,,yes,,,,,,Gradle,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/square/leakcanary.git,False,2026-08-11,2026-08-11,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/dbeaver/dbeaver.git,,,,,,,0:00:00,Maven,finished,success,success,,leizheng,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/dbeaver/dbeaver.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/chinabugotech/hutool.git,,,,,10:03:59,10:11:11,0:07:12,Maven,finished,error,success,success,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/chinabugotech/hutool.git,False,2026-08-13,2026-07-09,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/alibaba/spring-cloud-alibaba.git,,,,,10:15:51,10:23:39,0:07:48,Maven,finished,success,error,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/alibaba/spring-cloud-alibaba.git,False,2026-08-04,2026-08-04,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/xuxueli/xxl-job.git,,,,,10:44:07,10:46:52,0:02:45,Maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/xuxueli/xxl-job.git,False,2026-07-21,2026-07-21,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/NativeScript/NativeScript.git,,,,,10:55:21,10:58:33,0:03:12,unmanaged folder,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/NativeScript/NativeScript.git,False,2026-08-17,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/ray-project/ray.git,,,,,11:01:00,11:02:39,0:01:39,maven(subfolder),finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/ray-project/ray.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/libgdx/libgdx.git,,,,./gradlew fetchNatives,11:04:30,11:08:31,0:04:01,Gradle,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/libgdx/libgdx.git,False,2026-08-12,2026-08-12,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/alibaba/Sentinel.git,,,,mvn install,13:33:54,13:43:27,0:09:33,Maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/alibaba/Sentinel.git,False,2026-05-27,2026-05-27,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/redisson/redisson.git,,,,,13:49:49,14:03:16,0:13:27,Maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/redisson/redisson.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/apache/flink.git,,,,,,,,Maven,timeout,timeout,,success,Qian Zhang,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,https://github.com/apache/flink.git,False,2026-08-18,2026-08-18,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/jenkinsci/jenkins.git,ad5ad25,,,,14:44:50,15:03:12,0:18:22,maven,finished,error,success,success,Qian Zhang,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,https://github.com/jenkinsci/jenkins.git,False,2026-08-18,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/appsmithorg/appsmith.git,,,,,,,0:00:00,maven(subfolder),finished,success,success,,Qian Zhang,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,https://github.com/appsmithorg/appsmith.git,False,2026-08-18,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/mybatis/mybatis-3.git,,,,,,,0:00:00,Maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/mybatis/mybatis-3.git,False,2026-08-17,2026-08-15,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/oracle/graal.git,,yes,,,,,,maven(subfolder),,,error,,Qian Zhang,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/oracle/graal.git,False,2026-08-18,2026-08-17,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/brettwooldridge/HikariCP.git,,,,,,,0:00:00,Maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/brettwooldridge/HikariCP.git,False,2026-06-14,2026-06-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/Anuken/Mindustry.git,,yes,,,,,,Gradle,,,,,Qian Zhang,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/Anuken/Mindustry.git,False,2026-08-14,2026-08-14,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/doocs/leetcode.git,,yes,,,,,,unmanaged folder,,,,,Qian Zhang,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://github.com/doocs/leetcode.git,False,2026-08-16,2026-08-16,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
https://github.com/infinilabs/analysis-ik.git,,,,,,,0:00:00,maven,finished,success,success,,Qian Zhang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/infinilabs/analysis-ik.git,False,2026-06-30,2026-06-30,valid,,yes,,2026-02-18,six-month-active; Java source; Maven/Gradle/unmanaged; historical dismiss retained but not excluded
